"Id","ProcessName","Path","StartTime","WorkingSetMB","PrivateMemoryMB","VirtualMemoryMB","PagedMemoryMB","CpuSeconds","Responding"
"15960","TextInputHost","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe","01-06-2026 10:49:13","21.83","58.13","2101812.86","58.13","28","True"
"8064","HPSystemEventUtilityBackground","C:\Program Files\WindowsApps\AD2F1837.HPSystemEventUtility_3.2.24.0_x64__v10z8vjag6ke6\SystemEventUtility\HPSystemEventUtilityBackground.exe","01-06-2026 10:49:43","21.75","36.93","4813.5","36.93","69.75","True"
"4888","com.docker.backend","C:\Program Files\Docker\Docker\resources\com.docker.backend.exe","01-06-2026 11:01:42","21.52","75.45","5537.14","75.45","21.62","True"
"10536","HPMediaNetwork","C:\Program Files\HP\HP Media Network\HPMediaNetwork.exe","01-06-2026 10:49:44","21.04","44.01","4801.14","44.01","2","True"
"8004","msedgewebview2","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.96\msedgewebview2.exe","01-06-2026 10:49:11","20.9","14.99","2249591.45","14.99","8.5","True"
"5668","WmiPrvSE",,,"19.67","8.71","2101373.12","8.71",,"True"
"2556","OverlayHelper",,"01-06-2026 10:48:51","19.46","70.05","4860.55","70.05","1061.44","True"
"10360","sihost","C:\WINDOWS\system32\sihost.exe","01-06-2026 10:48:56","18.93","8.56","2101474.05","8.56","54.98","True"
"7312","CrossDeviceResume","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe","01-06-2026 10:48:59","18.49","48.1","2101712.59","48.1","2.83","True"
"3736","svchost",,,"17.91","13.92","2105546.94","13.92",,"True"
"25332","backgroundTaskHost","C:\WINDOWS\system32\backgroundTaskHost.exe","02-06-2026 15:53:59","17.76","14.53","2134165.7","14.53","0.17","True"
"5984","fshoster64",,,"17.58","15.97","2101469.54","15.97",,"True"
"1572","com.docker.build","C:\Program Files\Docker\Docker\resources\com.docker.build.exe","01-06-2026 11:01:43","17.54","30.57","5370.42","30.57","8.12","True"
"33336","WmiPrvSE",,,"17.2","5.98","2101337.39","5.98",,"True"
"13828","AdobeCollabSync","C:\Program Files\Adobe\Acrobat DC\Acrobat\AdobeCollabSync.exe","01-06-2026 11:00:03","16.97","29.02","2101505.53","29.02","225.88","True"
"6244","SecurityHealthService",,,"16.96","8.18","2101421.92","8.18",,"True"
"1308","lsass",,,"16.67","12.28","2101408.34","12.28",,"True"
"120484","SearchIndexer",,,"16.3","15.92","2101412.19","15.92",,"True"
"33340","svchost",,,"16.23","5.74","2101366.13","5.74",,"True"
"9208","svchost","C:\WINDOWS\system32\svchost.exe","01-06-2026 10:48:51","16.15","9.18","2101470.57","9.18","14.83","True"
"10692","powershell","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","01-06-2026 11:05:21","15.8","63.2","2101930.61","63.2","29.38","True"
"4752","svchost",,,"15.71","10.69","2101377.14","10.69",,"True"
"9060","svchost","C:\WINDOWS\system32\svchost.exe","01-06-2026 10:48:51","15.65","11.17","2101414.48","11.17","8.75","True"
"1624","svchost",,,"15.63","11.83","2101362.66","11.83",,"True"
"18504","Code","C:\Users\Nrusingha\AppData\Local\Programs\Microsoft VS Code\Code.exe","01-06-2026 11:01:59","15.45","16.82","2134512.13","16.82","20.34","True"
"122428","SDXHelper","C:\Program Files\Microsoft Office\Root\Office16\SDXHelper.exe","01-06-2026 19:35:58","15.3","18.26","2101508.61","18.26","51.55","True"
"14836","ctfmon",,"01-06-2026 10:49:08","15.2","7.59","2101412.57","7.59","60.97","True"
"9348","svchost",,,"15.02","8.12","2101402.78","8.12",,"True"
"12828","RuntimeBroker","C:\Windows\System32\RuntimeBroker.exe","01-06-2026 10:49:03","14.87","8.73","2101469.39","8.73","12.89","True"
"3612","svchost",,,"14.23","19.11","2101372.71","19.11",,"True"
"3156","svchost",,,"13.86","10.15","2101426.27","10.15",,"True"
"16240","svchost",,,"13.43","6.05","2101376.55","6.05",,"True"
"8316","svchost",,,"13.17","4.75","2101372.82","4.75",,"True"
"2104","AppActions","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AppActions.exe","01-06-2026 10:58:52","12.41","11.38","2134108.45","11.38","3.75","True"
"22956","OfficeClickToRun",,,"12.09","37.23","2101525.86","37.23",,"True"
"3924","AppHelperCap",,,"12.06","8.49","2101382.05","8.49",,"True"
"4340","svchost",,,"11.63","7.21","2101539.11","7.21",,"True"
"1596","svchost",,,"11.62","5.85","2101395.9","5.85",,"True"
"6032","fshoster64",,,"11.57","8.06","2101401.2","8.06",,"True"
"2696","svchost",,,"11.26","7.59","2101387.81","7.59",,"True"
"184484","msrdc","C:\Program Files\WSL\msrdc.exe","02-06-2026 02:47:49","11.19","87.3","2101698.6","87.3","28.16","True"
"2508","svchost",,,"11.05","8.4","2101366.87","8.4",,"True"
"13796","HPAudioSwitch","C:\Program Files (x86)\HP\HPAudioSwitch\HPAudioSwitch.exe","01-06-2026 10:49:51","10.74","50.08","365.98","50.08","172.31","True"
"9948","svchost",,,"10.71","5.23","2101376.67","5.23",,"True"
"14856","TabTip",,"01-06-2026 10:49:08","10.65","59.75","2101720.54","59.75","18.88","True"
"2188","svchost",,,"10.22","6.75","2101346.21","6.75",,"True"
"4164","svchost",,,"9.83","18.06","2101398.04","18.06",,"True"
"27028","svchost",,,"9.73","1.91","2101336.34","1.91",,"True"
"5368","svchost",,,"9.5","9.89","2101402.29","9.89",,"True"
"6448","SECOMN64",,,"9.21","13.77","4223.99","13.77",,"True"
"4464","svchost",,,"9.15","5.29","2101360.29","5.29",,"True"
"7772","msedgewebview2","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.96\msedgewebview2.exe","01-06-2026 10:49:11","8.92","110.22","2249985.98","110.22","5","True"
"6624","wslservice",,,"8.6","7.64","2101416.79","7.64",,"True"
"8308","taskhostw","C:\WINDOWS\system32\taskhostw.exe","01-06-2026 10:48:51","8.57","7.7","2101506.66","7.7","28.61","True"
"812","svchost",,,"8.48","3.83","2101351.21","3.83",,"True"
"1032","OneApp.IGCC.WinService",,,"8.46","40.69","4771.3","40.69",,"True"
"6548","svchost",,,"8.32","4.97","2101385.43","4.97",,"True"
"6384","IntelAudioService",,,"8.21","43.57","4780.55","43.57",,"True"
"2988","svchost","C:\WINDOWS\system32\svchost.exe","01-06-2026 10:49:01","8.13","3.82","2101393.84","3.82","3.53","True"
"17236","svchost",,,"8.06","3.64","2101371.47","3.64",,"True"
"1260","services",,,"7.84","6.27","2101324.72","6.27",,"True"
"6392","RtkAudUService64",,,"7.72","9.53","4258.32","9.53",,"True"
"17856","svchost",,,"7.69","3.66","2101351.88","3.66",,"True"
"15136","Docker Desktop","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","01-06-2026 11:01:44","7.59","100.84","2151353.3","100.84","6.98","True"
"25144","svchost",,,"7.51","8.56","2101397.3","8.56",,"True"
"5540","svchost",,,"7.41","3.96","2101382.13","3.96",,"True"
"6068","HPCommRecovery",,,"7.32","19.35","4666.27","19.35",,"True"
"9356","fshoster64","C:\Program Files (x86)\Safe Online\x64\fshoster64.exe","01-06-2026 10:48:51","7.03","4.85","2101431.44","4.85","12.52","True"
"2684","svchost",,,"6.89","3.64","2101368.33","3.64",,"True"
"12120","vmwp",,,"6.89","11.94","2101379.34","11.94",,"True"
"1236","winlogon",,,"6.85","2.87","2101388.73","2.87",,"True"
"17248","RtkAudUService64","C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_5b7acb8ae279027d\RtkAudUService64.exe","01-06-2026 10:49:21","6.75","8.3","4257.28","8.3","5.97","True"
"7892","svchost",,,"6.68","6.62","2101350.86","6.62",,"True"
